ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	VALUE	MORPHEMES	NOTE	DESEGMENTED
3265	ʃ ʊ ³³	110	1301	feather, fur, body hair	WesternBwe	ʃʊ³³	ʃ ʊ ³³	ʃʊ³³			ʃ ʊ ³³
114	k ə.ʔ/ʔ̚ ᴰ/⁵¹	111	1314	feel full (after eating)	ProtoKaren	*kəɁᴰ	k ə ʔ̚ ⁵¹	*kəɁᴰ			k ə.ʔ̚ ⁵¹
647	k ɔ ⁵⁵	111	1314	feel full (after eating)	Kayah	kɔ⁵⁵	k ɔ ⁵⁵	kɔ⁵⁵			k ɔ ⁵⁵
938	k ə.ʔ ⁴⁵	111	1314	feel full (after eating)	Kayan	kəɁ⁴⁵	k ə ʔ ⁴⁵	kəɁ⁴⁵			k ə.ʔ ⁴⁵
1241	k ə ³³	111	1314	feel full (after eating)	Kayaw	kə³³	k ə ³³	kə³³			k ə ³³
1541	k ə.ʔ ²¹	111	1314	feel full (after eating)	NorthernPao	kəɁ²¹	k ə ʔ ²¹	kəɁ²¹			k ə.ʔ ²¹
1829	k aə.ʔ ⁴⁵	111	1314	feel full (after eating)	NorthernPwo	kaəɁ⁴⁵	k aə ʔ ⁴⁵	kaəɁ⁴⁵			k aə.ʔ ⁴⁵
2406	k ə.ʔ ²¹	111	1314	feel full (after eating)	SouthernPao	kəɁ²¹	k ə ʔ ²¹	kəɁ²¹			k ə.ʔ ²¹
116	m u ᴮ/¹¹	113	1323	female (humans), mother	ProtoKaren	*muᴮ	m u ¹¹	*muᴮ			m u ¹¹
649	m u ¹¹	113	1323	female (humans), mother	Kayah	mu¹¹	m u ¹¹	mu¹¹			m u ¹¹
940	m u ¹¹	113	1323	female (humans), mother	Kayan	mu¹¹	m u ¹¹	mu¹¹			m u ¹¹
1243	m u ¹¹	113	1323	female (humans), mother	Kayaw	mu¹¹	m u ¹¹	mu¹¹			m u ¹¹
1543	m u ⁵³	113	1323	female (humans), mother	NorthernPao	mu⁵³	m u ⁵³	mu⁵³			m u ⁵³
1831	m u !Ø/ɦ.¹¹	113	1323	female (humans), mother	NorthernPwo	mu¹¹	m u ɦ ¹¹	mu¹¹			m u ɦ.¹¹
2118	m !o/u ɦ.¹¹	113	1323	female (humans), mother	NorthernSgaw	mo¹¹̈	m u ɦ ¹¹	mo¹¹ ̈			m u ɦ.¹¹
2408	m u ⁵⁵	113	1323	female (humans), mother	SouthernPao	mu⁵⁵	m u ⁵⁵	mu⁵⁵			m u ⁵⁵
2692	m u ³³	113	1323	female (humans), mother	SouthernPwo	mu³³	m u ³³	mu³³			m u ³³
2990	m u ³¹	113	1323	female (humans), mother	SouthernSgaw	mu³¹	m u ³¹	mu³¹			m u ³¹
3267	b o ¹¹ + m u !⁵⁵/³³	113	1324 1323	female (humans), mother	WesternBwe	bo¹¹_mu⁵⁵	b o ¹¹ + m u ³³	bo¹¹ mu⁵⁵			b o ¹¹ + m u ³³
115	hm/m̥ ɨ ᴮ/¹¹	112	1337	female, woman	ProtoKaren	*hmɨᴮ	m̥ ɨ ¹¹	*hmɨᴮ			m̥ ɨ ¹¹
648	m ɔ ¹¹	112	1337	female, woman	Kayah	mɔ¹¹	m ɔ ¹¹	mɔ¹¹	female		m ɔ ¹¹
939	m ɨ ¹¹	112	1337	female, woman	Kayan	mɨ¹¹	m ɨ ¹¹	mɨ¹¹	female		m ɨ ¹¹
1242	m ɨ ¹¹	112	1337	female, woman	Kayaw	mɨ¹¹	m ɨ ¹¹	mɨ¹¹			m ɨ ¹¹
1542	m ɨ !⁵³/⁵⁵	112	1337	female, woman	NorthernPao	mɨ⁵³	m ɨ ⁵⁵	mɨ⁵³			m ɨ ⁵⁵
1830	m əɨ̯ ³³	112	1337	female, woman	NorthernPwo	mə̯ɨ³³	m əɨ̯ ³³	mə̯ ɨ³³			m əɨ̯ ³³
2117	m ɨ̃/ɨ ³¹	112	1337	female, woman	NorthernSgaw	mɨ³¹῀	m ɨ ³¹	mɨ³¹῀			m ɨ ³¹
2407	m ɨ ³³	112	1337	female, woman	SouthernPao	mɨ³³	m ɨ ³³	mɨ³³			m ɨ ³³
2691	m ɨ ⁵⁵	112	1337	female, woman	SouthernPwo	mɨ⁵⁵	m ɨ ⁵⁵	mɨ⁵⁵			m ɨ ⁵⁵
2989	m ɨ ⁴⁵	112	1337	female, woman	SouthernSgaw	mɨ⁴⁵’	m ɨ ⁴⁵	mɨ⁴⁵’			m ɨ ⁴⁵
3266	m o ³³	112	1337	female, woman	WesternBwe	mo³³	m o ³³	mo³³			m o ³³
117	hm/m̥ e ᴮ/¹¹	114	1350	fire	ProtoKaren	*hmeᴮ	m̥ e ¹¹	*hmeᴮ			m̥ e ¹¹
650	m i ¹¹	114	1350	fire	Kayah	mi¹¹	m i ¹¹	mi¹¹	fire		m i ¹¹
941	m ai ¹¹	114	1350	fire	Kayan	mai¹¹	m ai ¹¹	mai¹¹			m ai ¹¹
1244	m i Ø/¹¹	114	1350	fire	Kayaw	mi	m i ¹¹	mi			m i ¹¹
1544	m e ⁵⁵	114	1350	fire	NorthernPao	me⁵⁵	m e ⁵⁵	me⁵⁵			m e ⁵⁵
1832	m i ³³	114	1350	fire	NorthernPwo	mi³³	m i ³³	mi³³			m i ³³
2119	m ẽ/e ³¹	114	1350	fire	NorthernSgaw	me³¹῀	m e ³¹	me³¹῀			m e ³¹
2409	m e ³³	114	1350	fire	SouthernPao	me³³	m e ³³	me³³			m e ³³
2693	m i ⁵⁵	114	1350	fire	SouthernPwo	mi⁵⁵	m i ⁵⁵	mi⁵⁵			m i ⁵⁵
2991	m e ⁴⁵	114	1350	fire	SouthernSgaw	me⁴⁵’	m e ⁴⁵	me⁴⁵’			m e ⁴⁵
3268	m ɪ ³³	114	1350	fire	WesternBwe	mɪ³³	m ɪ ³³	mɪ³³			m ɪ ³³
118	d a.ʔ/ʔ̚ ᴰ/⁵¹	115	1363	fish	ProtoKaren	*daɁᴰ	d a ʔ̚ ⁵¹	*daɁᴰ			d a.ʔ̚ ⁵¹
651	t e ³³	115	1363	fish	Kayah	te³³	t e ³³	te³³			t e ³³
942	t a.ʔ ²¹	115	1363	fish	Kayan	taɁ²¹	t a ʔ ²¹	taɁ²¹			t a.ʔ ²¹
1245	t ɔ ³³	115	1363	fish	Kayaw	tɔ³³	t ɔ ³³	tɔ³³			t ɔ ³³
1545	tʰ a.ʔ ⁴⁵	115	1363	fish	NorthernPao	thaɁ⁴⁵	tʰ a ʔ ⁴⁵	thaɁ⁴⁵			tʰ a.ʔ ⁴⁵
2410	!tʰ/t a.ʔ ⁴⁵	115	1363	fish	SouthernPao	thaɁ⁴⁵	t a ʔ ⁴⁵	thaɁ⁴⁵			t a.ʔ ⁴⁵
3269	d a ¹¹ + pʰ o ³³	115	1363 1364	fish	WesternBwe	da¹¹-pho³³	d a ¹¹ + pʰ o ³³	da¹¹-pho³³			d a ¹¹ + pʰ o ³³
119	ŋ.j a.t/t̚ ᴰ/⁵¹	116	1372	five	ProtoKaren	*ŋjatᴰ	ŋ j a t̚ ⁵¹	*ŋjatᴰ			ŋ.j a.t̚ ⁵¹
652	ŋ ɛ ³³	116	1372	five	Kayah	ŋɛ³³	ŋ ɛ ³³	ŋɛ³³			ŋ ɛ ³³
943	ŋ ɛ.ʔ ²¹	116	1372	five	Kayan	ŋɛɁ²¹	ŋ ɛ ʔ ²¹	ŋɛɁ²¹			ŋ ɛ.ʔ ²¹
1246	j ɛ ³³	116	1372	five	Kayaw	jɛ³³	j ɛ ³³	jɛ³³			j ɛ ³³
1546	ŋ a.t ⁴⁵	116	1372	five	NorthernPao	ŋat⁴⁵	ŋ a t ⁴⁵	ŋat⁴⁵			ŋ a.t ⁴⁵
1833	j ɛ Ø/ɦ.¹¹	116	1372	five	NorthernPwo	jɛ¹¹̈	j ɛ ɦ ¹¹	jɛ¹¹ ̈			j ɛ ɦ.¹¹
2120	j ɛ Ø/ɦ.¹¹	116	1372	five	NorthernSgaw	jɛ¹¹̈	j ɛ ɦ ¹¹	jɛ¹¹ ̈			j ɛ ɦ.¹¹
2411	n a.p ⁴⁵	116	1372	five	SouthernPao	nap⁴⁵	n a p ⁴⁵	ŋap⁴⁵~ŋat⁴⁵			n a.p ⁴⁵
2694	j ɛ ³³	116	1372	five	SouthernPwo	jɛ³³	j ɛ ³³	jɛ³³			j ɛ ³³
2992	j ɛ ³¹	116	1372	five	SouthernSgaw	jɛ³¹	j ɛ ³¹	jɛ³¹			j ɛ ³¹
3270	j ɛ ¹¹	116	1372	five	WesternBwe	jɛ¹¹	j ɛ ¹¹	jɛ¹¹			j ɛ ¹¹
120	r ə.ʔ/ʔ̚ ᴰ/⁵¹	117	1385	flank, rib	ProtoKaren	*_rəɁᴰ	r ə ʔ̚ ⁵¹	* rəɁᴰ			r ə.ʔ̚ ⁵¹
653	r ɔ ³³	117	1385	flank, rib	Kayah	rɔ³³	r ɔ ³³	rɔ³³			r ɔ ³³
944	r ə.ʔ ²¹	117	1385	flank, rib	Kayan	rəɁ²¹	r ə ʔ ²¹	rəɁ²¹			r ə.ʔ ²¹
1247	r ə ³³	117	1385	flank, rib	Kayaw	rə³³	r ə ³³	rə³³			r ə ³³
1547	r ə.ʔ ⁴⁵	117	1385	flank, rib	NorthernPao	rəɁ⁴⁵	r ə ʔ ⁴⁵	rəɁ⁴⁵			r ə.ʔ ⁴⁵
1834	ɣ aə.ʔ ²¹	117	1385	flank, rib	NorthernPwo	ɣaəɁ²¹	ɣ aə ʔ ²¹	ɣaəɁ²¹			ɣ aə.ʔ ²¹
2121	ɣ u.ʔ ²¹	117	1385	flank, rib	NorthernSgaw	ɣuɁ²¹	ɣ u ʔ ²¹	ɣuɁ²¹			ɣ u.ʔ ²¹
2412	r ə.ʔ ⁴⁵	117	1385	flank, rib	SouthernPao	rəɁ⁴⁵	r ə ʔ ⁴⁵	rəɁ⁴⁵			r ə.ʔ ⁴⁵
2695	ɣ aə.ʔ ⁴⁵	117	1385	flank, rib	SouthernPwo	ɣaəɁ⁴⁵	ɣ aə ʔ ⁴⁵	ɣaəɁ⁴⁵			ɣ aə.ʔ ⁴⁵
2993	ɣ əɨ̯ ¹¹	117	1385	flank, rib	SouthernSgaw	ɣəɨ̯¹¹̈	ɣ əɨ̯ ¹¹	ɣəɨ̯ ¹¹ ̈			ɣ əɨ̯ ¹¹
121	p.j a ᴮ/¹¹	118	1397	flat	ProtoKaren	*pjaᴮ	p j a ¹¹	*pjaᴮ			p.j a ¹¹
945	b.j a ¹¹	118	1397	flat	Kayan	bja¹¹	b j a ¹¹	bja¹¹			b.j a ¹¹
1548	p.j a ⁵⁵	118	1397	flat	NorthernPao	pja⁵⁵	p j a ⁵⁵	pja⁵⁵			p.j a ⁵⁵
1835	p a ³³	118	1397	flat	NorthernPwo	pa³³	p a ³³	pa³³			p a ³³
2122	b ĩ/i ³¹	118	1397	flat	NorthernSgaw	bi³¹῀	b i ³¹	bi³¹῀			b i ³¹
2413	p.j a ³³	118	1397	flat	SouthernPao	pja³³	p j a ³³	pja³³			p.j a ³³
2696	b ai ⁵⁵	118	1397	flat	SouthernPwo	bai⁵⁵	b ai ⁵⁵	bai⁵⁵			b ai ⁵⁵
3271	ɓ e ³³ + ɓ a ³³	118	1398 1397	flat	WesternBwe	ɓe³³_ɓa³³	ɓ e ³³ + ɓ a ³³	ɓe³³ ɓa³³			ɓ e ³³ + ɓ a ³³
122	!k/kʰ.l i ᴬ/⁵⁵	119	6	flea	ProtoKaren	*kliᴬ	kʰ l i ⁵⁵	*kliᴬ/*kliɁᴰ			kʰ.l i ⁵⁵
123	!k/kʰ.l i.ʔ ᴰ/⁵¹	119	1407	flea	ProtoKaren	*kliɁᴰ	kʰ l i ʔ ⁵¹	*kliᴬ/*kliɁᴰ			kʰ.l i.ʔ ⁵¹
654	!k/kʰ.l a ⁵⁵	119	6	flea	Kayah	kla⁵⁵	kʰ l a ⁵⁵	kla⁵⁵		problematic cognate set	kʰ.l a ⁵⁵
946	kʰ.l i.ʔ ⁴⁵	119	1407	flea	Kayan	khliɁ⁴⁵	kʰ l i ʔ ⁴⁵	khliɁ⁴⁵			kʰ.l i.ʔ ⁴⁵
1248	!k/kʰ.l e ³³	119	6	flea	Kayaw	kle³³	kʰ l e ³³	kle³³			kʰ.l e ³³
1549	kʰ.l i ɦ.³¹	119	1407	flea	NorthernPao	khli³¹̈	kʰ l i ɦ ³¹	khli³¹ ̈			kʰ.l i ɦ.³¹
1836	kʰ.l ei ³⁵	119	1407	flea	NorthernPwo	khlei³⁵	kʰ l ei ³⁵	khlei³⁵			kʰ.l ei ³⁵
2123	!k/kʰ.l i ⁵⁵	119	6	flea	NorthernSgaw	kli⁵⁵	kʰ l i ⁵⁵	kli⁵⁵, kliɁ⁴⁵			kʰ.l i ⁵⁵
2124	!k/kʰ.l i.ʔ ⁴⁵	119	1407	flea	NorthernSgaw	kliɁ⁴⁵	kʰ l i ʔ ⁴⁵	kli⁵⁵, kliɁ⁴⁵			kʰ.l i.ʔ ⁴⁵
2697	kʰ.l ei ⁵³	119	1407	flea	SouthernPwo	khlei⁵³	kʰ l ei ⁵³	khlei⁵³			kʰ.l ei ⁵³
2994	!k/kʰ.l i ⁵⁵	119	6	flea	SouthernSgaw	kli⁵⁵	kʰ l i ⁵⁵	kli⁵⁵			kʰ.l i ⁵⁵
3272	!k/kʰ.l e ³³	119	6	flea	WesternBwe	kle³³	kʰ l e ³³	kle³³			kʰ.l e ³³
124	hɲ/ɲ̊ a ᴮ/¹¹	120	1422	flesh, meat	ProtoKaren	*hɲaᴮ	ɲ̊ a ¹¹	*hɲaᴮ			ɲ̊ a ¹¹
655	j a ¹¹	120	1420	flesh, meat	Kayah	ja¹¹	j a ¹¹	ja¹¹	meat		j a ¹¹
947	ɟ a ¹¹	120	1421	flesh, meat	Kayan	ɟa¹¹	ɟ a ¹¹	ɟa¹¹			ɟ a ¹¹
1249	j a ¹¹	120	1420	flesh, meat	Kayaw	ja¹¹	j a ¹¹	ja¹¹			j a ¹¹
1550	j a ⁵⁵	120	1420	flesh, meat	NorthernPao	ja⁵⁵	j a ⁵⁵	ja⁵⁵			j a ⁵⁵
1837	j a ³³	120	1420	flesh, meat	NorthernPwo	ja³³	j a ³³	ja³³			j a ³³
2125	ɲ ã/a ³¹	120	1422	flesh, meat	NorthernSgaw	ɲa³¹῀	ɲ a ³¹	ɲa³¹῀			ɲ a ³¹
2414	j a ³³	120	1420	flesh, meat	SouthernPao	ja³³	j a ³³	ja³³			j a ³³
2698	j a ⁵⁵	120	1420	flesh, meat	SouthernPwo	ja⁵⁵	j a ⁵⁵	ja⁵⁵			j a ⁵⁵
2995	ɲ a ⁴⁵	120	1422	flesh, meat	SouthernSgaw	ɲa⁴⁵’	ɲ a ⁴⁵	ɲa⁴⁵’			ɲ a ⁴⁵
125	pʰ ɔ ᴬ/⁵⁵	121	1432	flower	ProtoKaren	*phɔᴬ	pʰ ɔ ⁵⁵	*phɔᴬ			pʰ ɔ ⁵⁵
656	pʰ o ³³	121	1432	flower	Kayah	pho³³	pʰ o ³³	pho³³			pʰ o ³³
948	pʰ au ⁵³	121	1432	flower	Kayan	phau⁵³	pʰ au ⁵³	phau⁵³			pʰ au ⁵³
1250	pʰ o ⁵⁵	121	1432	flower	Kayaw	pho⁵⁵	pʰ o ⁵⁵	pho⁵⁵			pʰ o ⁵⁵
1838	pʰ ɔ ³⁵	121	1432	flower	NorthernPwo	phɔ³⁵	pʰ ɔ ³⁵	phɔ³⁵			pʰ ɔ ³⁵
2126	pʰ ɔ ³³	121	1432	flower	NorthernSgaw	phɔ³³	pʰ ɔ ³³	phɔ³³			pʰ ɔ ³³
2699	pʰ ɔ ⁵³	121	1432	flower	SouthernPwo	phɔ⁵³	pʰ ɔ ⁵³	phɔ⁵³			pʰ ɔ ⁵³
2996	pʰ ɔ ⁵⁵	121	1432	flower	SouthernSgaw	phɔ⁵⁵	pʰ ɔ ⁵⁵	phɔ⁵⁵			pʰ ɔ ⁵⁵
3273	pʰ ɔ ⁵⁵	121	1432	flower	WesternBwe	phɔ⁵⁵	pʰ ɔ ⁵⁵	phɔ⁵⁵			pʰ ɔ ⁵⁵
127	k.l a ᴬ/⁵⁵	123	1443	forest, jungle	ProtoKaren	*_klaᴬ	k l a ⁵⁵	* klaᴬ			k.l a ⁵⁵
658	k.l e ³³	123	1443	forest, jungle	Kayah	kle³³	k l e ³³	kle³³			k.l e ³³
1252	k.Ø/l a ⁵⁵	123	1443	forest, jungle	Kayaw	ka⁵⁵	k l a ⁵⁵	ka⁵⁵			k.l a ⁵⁵
1552	kʰ/k.l a Ø/ɦ.³¹	123	1443	forest, jungle	NorthernPao	khla³¹̈	k l a ɦ ³¹	khla³¹ ̈			k.l a ɦ.³¹
1839	k.l a ⁵⁵	123	1443	forest, jungle	NorthernPwo	kla⁵⁵	k l a ⁵⁵	kla⁵⁵			k.l a ⁵⁵
2127	p.ɣ a Ø/ɦ.¹¹ + l a.ʔ ⁴⁵ + k.l a.ʔ ⁴⁵	123	1444 1445 1443	forest, jungle	NorthernSgaw	pɣa¹¹̈laɁ⁴⁵klaɁ⁴⁵	p ɣ a ɦ ¹¹ + l a ʔ ⁴⁵ + k l a ʔ ⁴⁵	pɣa¹¹ ̈laɁ⁴⁵klaɁ⁴⁵			p.ɣ a ɦ.¹¹ + l a.ʔ ⁴⁵ + k.l a.ʔ ⁴⁵
2416	k.l a Ø/ɦ.³¹	123	1443	forest, jungle	SouthernPao	kla³¹̈	k l a ɦ ³¹	kla³¹ ̈			k.l a ɦ.³¹
2700	k.l a Ø/ɦ.³¹	123	1443	forest, jungle	SouthernPwo	kla³¹̈	k l a ɦ ³¹	kla³¹ ̈			k.l a ɦ.³¹
2998	k.l a ⁵⁵	123	1443	forest, jungle	SouthernSgaw	kla⁵⁵	k l a ⁵⁵	kla⁵⁵			k.l a ⁵⁵
126	s Ø/ə Ø/⁰ + b e.ŋ ᴬ/⁵⁵	122	1456 1455	forget	ProtoKaren	*s-beŋᴬ	s ə ⁰ + b e ŋ ⁵⁵	*s-beŋᴬ			s ə ⁰ + b e.ŋ ⁵⁵
657	p a ¹¹	122	1455	forget	Kayah	pa¹¹	p a ¹¹	pa¹¹			p a ¹¹
949	p e ³³	122	1455	forget	Kayan	pe³³	p e ³³	pe³³			p e ³³
1251	p e ³³	122	1455	forget	Kayaw	pe³³	p e ³³	pe³³			p e ³³
1551	pʰ e.ŋ ³³	122	1455	forget	NorthernPao	pheŋ³³	pʰ e ŋ ³³	pheŋ³³			pʰ e.ŋ ³³
2415	p e.ŋ ⁵³	122	1455	forget	SouthernPao	peŋ⁵³	p e ŋ ⁵³	peŋ⁵³			p e.ŋ ⁵³
2997	p i ³³	122	1455	forget	SouthernSgaw	pi³³	p i ³³	pi³³			p i ³³
659	l.w i ³³	124	1464	four	Kayah	lwi³³	l w i ³³	lwi³³			l.w i ³³
950	l.w i ⁵³	124	1464	four	Kayan	lwi⁵³	l w i ⁵³	lwi⁵³			l.w i ⁵³
1253	l i ⁵⁵	124	1464	four	Kayaw	li⁵⁵	l i ⁵⁵	li⁵⁵			l i ⁵⁵
1553	l i.p ⁴⁵	124	1464	four	NorthernPao	lip⁴⁵	l i p ⁴⁵	lip⁴⁵~lit⁴⁵			l i.p ⁴⁵
1840	l.w i ɦ.¹¹	124	1464	four	NorthernPwo	lwi¹¹̈	l w i ɦ ¹¹	lwi¹¹ ̈			l.w i ɦ.¹¹
2128	l.w i ɦ.¹¹	124	1464	four	NorthernSgaw	lwi¹¹̈	l w i ɦ ¹¹	lwi¹¹ ̈			l.w i ɦ.¹¹
2417	l i.p ⁴⁵	124	1464	four	SouthernPao	lip⁴⁵	l i p ⁴⁵	lip⁴⁵~lit⁴⁵			l i.p ⁴⁵
2701	l ei ³³	124	1464	four	SouthernPwo	lei³³	l ei ³³	lei³³			l ei ³³
2999	l.w i ³¹	124	1464	four	SouthernSgaw	lwi³¹	l w i ³¹	lwi³¹			l.w i ³¹
3274	l u ⁵⁵	124	1464	four	WesternBwe	lu⁵⁵	l u ⁵⁵	lu⁵⁵			l u ⁵⁵
3435	hl/l̥.w i.t/t̚ ᴬ/⁵⁵	0	1464	four	ProtoKaren		l̥ w i t̚ ⁵⁵				l̥.w i.t̚ ⁵⁵
128	tʰ.w i ᴮ/¹¹ + m i ᴬ/⁵⁵	125	1040 316	fox, wolf	ProtoKaren	*thwiᴮmiᴬ	tʰ w i ¹¹ + m i ⁵⁵	*thwiᴮmiᴬ	dog wild		tʰ.w i ¹¹ + m i ⁵⁵
660	tʰ.w i ¹¹ + m i ¹¹	125	1040 316	fox, wolf	Kayah	thwi¹¹mi¹¹	tʰ w i ¹¹ + m i ¹¹	thwi¹¹mi¹¹	dog wild		tʰ.w i ¹¹ + m i ¹¹
951	tʰ.w i ¹¹ + m i ³³	125	1040 316	fox, wolf	Kayan	thwi¹¹mi³³	tʰ w i ¹¹ + m i ³³	thwi¹¹mi³³	dog wild		tʰ.w i ¹¹ + m i ³³
1254	tʰ i ¹¹ + m i ³³	125	1040 316	fox, wolf	Kayaw	thi¹¹mi³³	tʰ i ¹¹ + m i ³³	thi¹¹mi³³	dog wild		tʰ i ¹¹ + m i ³³
1554	tʰ.w i ⁵⁵ + m i ³³	125	1040 316	fox, wolf	NorthernPao	thwi⁵⁵mi³³	tʰ w i ⁵⁵ + m i ³³	thwi⁵⁵mi³³	dog wild		tʰ.w i ⁵⁵ + m i ³³
2129	tʰ.w i !¹¹/³¹ + m i ³³	125	1040 316	fox, wolf	NorthernSgaw	thwi¹¹mi³³	tʰ w i ³¹ + m i ³³	thwi¹¹mi³³	dog wild		tʰ.w i ³¹ + m i ³³
2418	tʰ.w i ³³ + m i ⁵³	125	1040 316	fox, wolf	SouthernPao	thwi³³mi⁵³	tʰ w i ³³ + m i ⁵³	thwi³³mi⁵³	dog wild		tʰ.w i ³³ + m i ⁵³
2702	tʰ.w i ⁵⁵ + m e̤i ³¹	125	1040 316	fox, wolf	SouthernPwo	thwi⁵⁵mei³¹̈	tʰ w i ⁵⁵ + m e̤i ³¹	thwi⁵⁵mei³¹ ̈	dog wild		tʰ.w i ⁵⁵ + m e̤i ³¹
3000	tʰ.w i ⁴⁵ + m i ³³	125	1040 316	fox, wolf	SouthernSgaw	thwi⁴⁵’mi³³	tʰ w i ⁴⁵ + m i ³³	thwi⁴⁵’mi³³	dog wild		tʰ.w i ⁴⁵ + m i ³³
129	ˀd e ᴮ/¹¹	126	1498	frog	ProtoKaren	*Ɂdeᴮ	ˀd e ¹¹	*Ɂdeᴮ	frog		ˀd e ¹¹
661	d i ¹¹	126	1498	frog	Kayah	di¹¹	d i ¹¹	di¹¹	frog		d i ¹¹
952	d ai ¹¹	126	1498	frog	Kayan	dai¹¹	d ai ¹¹	dai¹¹	frog		d ai ¹¹
1255	d i ¹¹	126	1498	frog	Kayaw	di¹¹	d i ¹¹	di¹¹	frog		d i ¹¹
1555	d e ⁵⁵	126	1498	frog	NorthernPao	de⁵⁵	d e ⁵⁵	de⁵⁵	frog		d e ⁵⁵
1841	d i ³³	126	1498	frog	NorthernPwo	di³³	d i ³³	di³³	frog		d i ³³
2130	d ẽ/e ³¹	126	1498	frog	NorthernSgaw	de³¹῀	d e ³¹	de³¹῀	frog		d e ³¹
2419	d e ³³	126	1498	frog	SouthernPao	de³³	d e ³³	de³³	frog		d e ³³
2703	d i ⁵⁵	126	1498	frog	SouthernPwo	di⁵⁵	d i ⁵⁵	di⁵⁵	frog		d i ⁵⁵
3001	d e ⁴⁵	126	1498	frog	SouthernSgaw	de⁴⁵’	d e ⁴⁵	de⁴⁵’	frog		d e ⁴⁵
3275	ɗ i ³³	126	1498	frog	WesternBwe	ɗi³³	ɗ i ³³	ɗi³³	frog		ɗ i ³³
130	hŋ/ŋ̊ a ᴬ/⁵⁵	127	1511	front	ProtoKaren	*hŋaᴬ	ŋ̊ a ⁵⁵	*hŋaᴬ			ŋ̊ a ⁵⁵
662	ŋ e ³³	127	1511	front	Kayah	ŋe³³	ŋ e ³³	ŋe³³			ŋ e ³³
953	ŋ a ⁵³	127	1511	front	Kayan	ŋa⁵³	ŋ a ⁵³	ŋa⁵³			ŋ a ⁵³
1556	ŋ a Ø/ɦ.³¹	127	1511	front	NorthernPao	ŋa³¹̈	ŋ a ɦ ³¹	ŋa³¹ ̈			ŋ a ɦ.³¹
2131	ɲ a ³³	127	1511	front	NorthernSgaw	ɲa³³	ɲ a ³³	ɲa³³			ɲ a ³³
2420	ŋ a Ø/ɦ.³¹	127	1511	front	SouthernPao	ŋa³¹̈	ŋ a ɦ ³¹	ŋa³¹ ̈			ŋ a ɦ.³¹
3002	ɲ a ⁵⁵	127	1511	front	SouthernSgaw	ɲa⁵⁵	ɲ a ⁵⁵	ɲa⁵⁵			ɲ a ⁵⁵
131	s a ᴮ/¹¹	128	1519	fruit	ProtoKaren	*saᴮ	s a ¹¹	*saᴮ			s a ¹¹
663	s e ¹¹	128	1519	fruit	Kayah	se¹¹	s e ¹¹	se¹¹			s e ¹¹
954	θ a ¹¹	128	1519	fruit	Kayan	θa¹¹	θ a ¹¹	θa¹¹			θ a ¹¹
1256	s a ¹¹	128	1519	fruit	Kayaw	sa¹¹	s a ¹¹	sa¹¹			s a ¹¹
1842	s a ³³	128	1519	fruit	NorthernPwo	sa³³	s a ³³	sa³³			s a ³³
2132	s ã/a ³¹	128	1519	fruit	NorthernSgaw	sa³¹῀	s a ³¹	sa³¹῀		check nasal form in source	s a ³¹
2704	θ a ⁵⁵	128	1519	fruit	SouthernPwo	θa⁵⁵	θ a ⁵⁵	θa⁵⁵			θ a ⁵⁵
3003	s a ⁴⁵	128	1519	fruit	SouthernSgaw	sa⁴⁵’	s a ⁴⁵	sa⁴⁵’			s a ⁴⁵
3276	θ ɛ ³³	128	1519	fruit	WesternBwe	θɛ³³	θ ɛ ³³	θɛ³³			θ ɛ ³³
132	p.w ɛ ᴬ/⁵⁵	129	1530	full	ProtoKaren	*pwɛᴬ	p w ɛ ⁵⁵	*pwɛᴬ			p.w ɛ ⁵⁵
664	b a ³³	129	1530	full	Kayah	ba³³	b a ³³	ba³³			b a ³³
955	b.w ɛ ⁵³	129	1530	full	Kayan	bwɛ⁵³	b w ɛ ⁵³	bwɛ⁵³			b.w ɛ ⁵³
1257	b ɛ ⁵⁵	129	1530	full	Kayaw	bɛ⁵⁵	b ɛ ⁵⁵	bɛ⁵⁵			b ɛ ⁵⁵
1557	b.w ɛ Ø/ɦ.³¹	129	1530	full	NorthernPao	bwɛ³¹̈	b w ɛ ɦ ³¹	bwɛ³¹ ̈			b.w ɛ ɦ.³¹
2133	p.ɣ ɛ ³³	129	1530	full	NorthernSgaw	pɣɛ³³	p ɣ ɛ ³³	pɣɛ³³			p.ɣ ɛ ³³
2421	b.w ɛ Ø/ɦ.³¹	129	1530	full	SouthernPao	bwɛ³¹̈	b w ɛ ɦ ³¹	bwɛ³¹ ̈			b.w ɛ ɦ.³¹
3277	p.w e ⁵⁵	129	1530	full	WesternBwe	pwe⁵⁵	p w e ⁵⁵	pwe⁵⁵			p.w e ⁵⁵
133	ʔ e.ŋ ᴬ/⁵⁵	130	1539	ginger	ProtoKaren	*Ɂeŋᴬ	ʔ e ŋ ⁵⁵	*Ɂeŋᴬ			ʔ e.ŋ ⁵⁵
665	ʔ a ³³	130	1539	ginger	Kayah	Ɂa³³	ʔ a ³³	Ɂa³³			ʔ a ³³
956	ʔ e ⁵³	130	1539	ginger	Kayan	Ɂe⁵³	ʔ e ⁵³	Ɂe⁵³			ʔ e ⁵³
